Tanggal,Provinsi,Kasus Aktif
5/15/2021,Jawa Timur,1542
5/16/2021,Jawa Timur,1526
5/17/2021,Jawa Timur,1435
5/18/2021,Jawa Timur,1411
5/19/2021,Jawa Timur,1437
5/20/2021,Jawa Timur,1432
5/21/2021,Jawa Timur,1491
5/22/2021,Jawa Timur,1512
5/23/2021,Jawa Timur,1524
5/24/2021,Jawa Timur,1525
5/25/2021,Jawa Timur,1537
5/26/2021,Jawa Timur,1648
5/27/2021,Jawa Timur,1660
5/28/2021,Jawa Timur,1681
5/29/2021,Jawa Timur,1714
5/30/2021,Jawa Timur,1754
5/31/2021,Jawa Timur,1748
6/1/2021,Jawa Timur,1782
6/2/2021,Jawa Timur,1789
6/3/2021,Jawa Timur,1818
6/4/2021,Jawa Timur,1841
6/5/2021,Jawa Timur,1879
6/6/2021,Jawa Timur,1946
6/7/2021,Jawa Timur,2023
6/8/2021,Jawa Timur,2131
6/9/2021,Jawa Timur,2283
6/10/2021,Jawa Timur,2449
6/11/2021,Jawa Timur,2599
6/12/2021,Jawa Timur,2731
6/13/2021,Jawa Timur,2915
6/14/2021,Jawa Timur,3008
6/15/2021,Jawa Timur,3221
6/16/2021,Jawa Timur,3621
6/17/2021,Jawa Timur,3951
6/18/2021,Jawa Timur,4235
6/19/2021,Jawa Timur,4544
6/20/2021,Jawa Timur,4856
6/21/2021,Jawa Timur,5158
6/22/2021,Jawa Timur,5480
6/23/2021,Jawa Timur,5880
6/24/2021,Jawa Timur,6380
6/25/2021,Jawa Timur,6794
6/26/2021,Jawa Timur,7155
6/27/2021,Jawa Timur,7483
6/28/2021,Jawa Timur,7939
6/29/2021,Jawa Timur,8379
6/30/2021,Jawa Timur,8840
7/1/2021,Jawa Timur,9468
7/2/2021,Jawa Timur,9987
7/3/2021,Jawa Timur,10708
7/4/2021,Jawa Timur,11358
7/5/2021,Jawa Timur,11885
7/6/2021,Jawa Timur,12494
7/7/2021,Jawa Timur,13842
7/8/2021,Jawa Timur,14937
7/9/2021,Jawa Timur,15572
7/10/2021,Jawa Timur,16412
7/11/2021,Jawa Timur,17118
7/12/2021,Jawa Timur,18020
7/13/2021,Jawa Timur,21979
7/14/2021,Jawa Timur,26996
7/15/2021,Jawa Timur,33027
7/16/2021,Jawa Timur,38288
7/17/2021,Jawa Timur,42221
7/18/2021,Jawa Timur,44566
7/19/2021,Jawa Timur,45765
7/20/2021,Jawa Timur,48569
7/21/2021,Jawa Timur,49046
7/22/2021,Jawa Timur,52219
7/23/2021,Jawa Timur,54697
7/24/2021,Jawa Timur,55612
7/25/2021,Jawa Timur,55191
7/26/2021,Jawa Timur,53487
7/27/2021,Jawa Timur,54514
7/28/2021,Jawa Timur,55944
7/29/2021,Jawa Timur,57126
7/30/2021,Jawa Timur,56990
7/31/2021,Jawa Timur,56194
8/1/2021,Jawa Timur,53547
8/2/2021,Jawa Timur,49855
8/3/2021,Jawa Timur,49263
8/4/2021,Jawa Timur,48762
8/5/2021,Jawa Timur,47875
8/6/2021,Jawa Timur,46978
8/7/2021,Jawa Timur,45565
8/8/2021,Jawa Timur,44271
8/9/2021,Jawa Timur,42454
8/10/2021,Jawa Timur,41272
8/11/2021,Jawa Timur,39451
8/12/2021,Jawa Timur,38165
8/13/2021,Jawa Timur,37706
8/14/2021,Jawa Timur,36173
8/15/2021,Jawa Timur,34123
8/16/2021,Jawa Timur,31662
8/17/2021,Jawa Timur,29780
8/18/2021,Jawa Timur,27827
8/19/2021,Jawa Timur,26908
8/20/2021,Jawa Timur,25866
8/21/2021,Jawa Timur,24416
8/22/2021,Jawa Timur,22832
8/23/2021,Jawa Timur,20434
8/24/2021,Jawa Timur,18636
8/25/2021,Jawa Timur,17359
8/26/2021,Jawa Timur,15922
8/27/2021,Jawa Timur,14800
8/28/2021,Jawa Timur,13784
8/29/2021,Jawa Timur,12695
8/30/2021,Jawa Timur,11563
8/31/2021,Jawa Timur,11091
9/1/2021,Jawa Timur,10593
9/2/2021,Jawa Timur,9797
9/3/2021,Jawa Timur,9389
9/4/2021,Jawa Timur,8710
9/5/2021,Jawa Timur,8209
9/6/2021,Jawa Timur,7520
9/7/2021,Jawa Timur,7121
9/8/2021,Jawa Timur,6729
9/9/2021,Jawa Timur,6344
9/10/2021,Jawa Timur,6023
9/11/2021,Jawa Timur,5850
9/12/2021,Jawa Timur,5572
9/13/2021,Jawa Timur,5171
9/14/2021,Jawa Timur,4909
9/15/2021,Jawa Timur,4636
9/16/2021,Jawa Timur,4289
9/17/2021,Jawa Timur,4005
9/18/2021,Jawa Timur,3742
9/19/2021,Jawa Timur,3484
9/20/2021,Jawa Timur,3191
9/21/2021,Jawa Timur,2956
9/22/2021,Jawa Timur,2870
9/23/2021,Jawa Timur,2640
9/24/2021,Jawa Timur,2484
9/25/2021,Jawa Timur,2314
9/26/2021,Jawa Timur,2237
9/27/2021,Jawa Timur,2028
9/28/2021,Jawa Timur,1947
9/29/2021,Jawa Timur,1886
9/30/2021,Jawa Timur,1811
3/21/2020,Sumatera Utara,1
3/22/2020,Sumatera Utara,1
3/23/2020,Sumatera Utara,1
3/24/2020,Sumatera Utara,6
3/25/2020,Sumatera Utara,6
3/26/2020,Sumatera Utara,7
3/27/2020,Sumatera Utara,7
3/28/2020,Sumatera Utara,7
3/29/2020,Sumatera Utara,7
3/30/2020,Sumatera Utara,12
3/31/2020,Sumatera Utara,18
4/1/2020,Sumatera Utara,19
4/2/2020,Sumatera Utara,19
4/3/2020,Sumatera Utara,19
4/4/2020,Sumatera Utara,22
4/5/2020,Sumatera Utara,21
4/6/2020,Sumatera Utara,22
4/7/2020,Sumatera Utara,22
4/8/2020,Sumatera Utara,55
4/9/2020,Sumatera Utara,55
4/10/2020,Sumatera Utara,47
4/11/2020,Sumatera Utara,43
4/12/2020,Sumatera Utara,49
4/13/2020,Sumatera Utara,49
4/14/2020,Sumatera Utara,53
4/15/2020,Sumatera Utara,59
4/16/2020,Sumatera Utara,58
4/17/2020,Sumatera Utara,58
4/18/2020,Sumatera Utara,58
4/19/2020,Sumatera Utara,60
4/20/2020,Sumatera Utara,61
4/21/2020,Sumatera Utara,62
4/22/2020,Sumatera Utara,62
4/23/2020,Sumatera Utara,63
4/24/2020,Sumatera Utara,64
4/25/2020,Sumatera Utara,72
4/26/2020,Sumatera Utara,78
4/27/2020,Sumatera Utara,78
4/28/2020,Sumatera Utara,64
4/29/2020,Sumatera Utara,62
4/30/2020,Sumatera Utara,63
5/1/2020,Sumatera Utara,63
5/2/2020,Sumatera Utara,63
5/3/2020,Sumatera Utara,69
5/4/2020,Sumatera Utara,75
5/5/2020,Sumatera Utara,76
5/6/2020,Sumatera Utara,82
5/7/2020,Sumatera Utara,78
5/8/2020,Sumatera Utara,93
5/9/2020,Sumatera Utara,110
5/10/2020,Sumatera Utara,110
5/11/2020,Sumatera Utara,124
5/12/2020,Sumatera Utara,126
5/13/2020,Sumatera Utara,123
5/14/2020,Sumatera Utara,125
5/15/2020,Sumatera Utara,125
5/16/2020,Sumatera Utara,125
5/17/2020,Sumatera Utara,134
5/18/2020,Sumatera Utara,140
5/19/2020,Sumatera Utara,149
5/20/2020,Sumatera Utara,146
5/21/2020,Sumatera Utara,168
5/22/2020,Sumatera Utara,151
5/23/2020,Sumatera Utara,160
5/24/2020,Sumatera Utara,170
5/25/2020,Sumatera Utara,169
5/26/2020,Sumatera Utara,168
5/27/2020,Sumatera Utara,182
5/28/2020,Sumatera Utara,208
5/29/2020,Sumatera Utara,246
5/30/2020,Sumatera Utara,242
5/31/2020,Sumatera Utara,222
6/1/2020,Sumatera Utara,228
6/2/2020,Sumatera Utara,226
6/3/2020,Sumatera Utara,242
6/4/2020,Sumatera Utara,278
6/5/2020,Sumatera Utara,319
6/6/2020,Sumatera Utara,380
6/7/2020,Sumatera Utara,380
6/8/2020,Sumatera Utara,370
6/9/2020,Sumatera Utara,377
6/10/2020,Sumatera Utara,389
6/11/2020,Sumatera Utara,419
6/12/2020,Sumatera Utara,506
6/13/2020,Sumatera Utara,598
6/14/2020,Sumatera Utara,603
6/15/2020,Sumatera Utara,652
6/16/2020,Sumatera Utara,669
6/17/2020,Sumatera Utara,676
6/18/2020,Sumatera Utara,692
6/19/2020,Sumatera Utara,708
6/20/2020,Sumatera Utara,759
6/21/2020,Sumatera Utara,766
6/22/2020,Sumatera Utara,779
6/23/2020,Sumatera Utara,890
6/24/2020,Sumatera Utara,934
6/25/2020,Sumatera Utara,982
6/26/2020,Sumatera Utara,928
6/27/2020,Sumatera Utara,982
6/28/2020,Sumatera Utara,992
6/29/2020,Sumatera Utara,988
6/30/2020,Sumatera Utara,1053
7/1/2020,Sumatera Utara,1086
7/2/2020,Sumatera Utara,1166
7/3/2020,Sumatera Utara,1185
7/4/2020,Sumatera Utara,1205
7/5/2020,Sumatera Utara,1197
7/6/2020,Sumatera Utara,1206
7/7/2020,Sumatera Utara,1219
7/8/2020,Sumatera Utara,1364
7/9/2020,Sumatera Utara,1456
7/10/2020,Sumatera Utara,1555
7/11/2020,Sumatera Utara,1622
7/12/2020,Sumatera Utara,1635
7/13/2020,Sumatera Utara,1664
7/14/2020,Sumatera Utara,1769
7/15/2020,Sumatera Utara,1860
7/16/2020,Sumatera Utara,1923
7/17/2020,Sumatera Utara,1978
7/18/2020,Sumatera Utara,2083
7/19/2020,Sumatera Utara,2071
7/20/2020,Sumatera Utara,2034
7/21/2020,Sumatera Utara,2042
7/22/2020,Sumatera Utara,2178
7/23/2020,Sumatera Utara,2248
7/24/2020,Sumatera Utara,2269
7/25/2020,Sumatera Utara,2293
7/26/2020,Sumatera Utara,2293
7/27/2020,Sumatera Utara,2326
7/28/2020,Sumatera Utara,2386
7/29/2020,Sumatera Utara,2593
7/30/2020,Sumatera Utara,2392
7/31/2020,Sumatera Utara,2384
8/1/2020,Sumatera Utara,2284
8/2/2020,Sumatera Utara,2321
8/3/2020,Sumatera Utara,2337
8/4/2020,Sumatera Utara,2335
8/5/2020,Sumatera Utara,2389
8/6/2020,Sumatera Utara,2405
8/7/2020,Sumatera Utara,2560
8/8/2020,Sumatera Utara,2536
8/9/2020,Sumatera Utara,2524
8/10/2020,Sumatera Utara,2625
8/11/2020,Sumatera Utara,2788
8/12/2020,Sumatera Utara,2844
8/13/2020,Sumatera Utara,2785
8/14/2020,Sumatera Utara,2749
8/15/2020,Sumatera Utara,2868
8/16/2020,Sumatera Utara,2815
8/17/2020,Sumatera Utara,2783
8/18/2020,Sumatera Utara,2824
8/19/2020,Sumatera Utara,2805
8/20/2020,Sumatera Utara,2775
8/21/2020,Sumatera Utara,2724
8/22/2020,Sumatera Utara,2711
8/23/2020,Sumatera Utara,2710
8/24/2020,Sumatera Utara,2676
8/25/2020,Sumatera Utara,2701
8/26/2020,Sumatera Utara,2706
8/27/2020,Sumatera Utara,2687
8/28/2020,Sumatera Utara,2632
8/29/2020,Sumatera Utara,2618
8/30/2020,Sumatera Utara,2552
8/31/2020,Sumatera Utara,2547
9/1/2020,Sumatera Utara,2559
9/2/2020,Sumatera Utara,2633
9/3/2020,Sumatera Utara,2659
9/4/2020,Sumatera Utara,2726
9/5/2020,Sumatera Utara,2769
9/6/2020,Sumatera Utara,2743
9/7/2020,Sumatera Utara,2739
9/8/2020,Sumatera Utara,2757
9/9/2020,Sumatera Utara,2797
9/10/2020,Sumatera Utara,2880
9/11/2020,Sumatera Utara,2933
9/12/2020,Sumatera Utara,2965
9/13/2020,Sumatera Utara,3004
9/14/2020,Sumatera Utara,3035
9/15/2020,Sumatera Utara,3188
9/16/2020,Sumatera Utara,3244
9/17/2020,Sumatera Utara,3282
9/18/2020,Sumatera Utara,3326
9/19/2020,Sumatera Utara,3342
9/20/2020,Sumatera Utara,3338
9/21/2020,Sumatera Utara,3359
9/22/2020,Sumatera Utara,3412
9/23/2020,Sumatera Utara,3379
9/24/2020,Sumatera Utara,3333
9/25/2020,Sumatera Utara,3321
9/26/2020,Sumatera Utara,3262
9/27/2020,Sumatera Utara,3175
9/28/2020,Sumatera Utara,3064
9/29/2020,Sumatera Utara,2982
9/30/2020,Sumatera Utara,2910
10/1/2020,Sumatera Utara,2864
10/2/2020,Sumatera Utara,2771
10/3/2020,Sumatera Utara,2725
10/4/2020,Sumatera Utara,2694
10/5/2020,Sumatera Utara,2659
10/6/2020,Sumatera Utara,2551
10/7/2020,Sumatera Utara,2465
10/8/2020,Sumatera Utara,2368
10/9/2020,Sumatera Utara,2297
10/10/2020,Sumatera Utara,2236
10/11/2020,Sumatera Utara,2158
10/12/2020,Sumatera Utara,2065
10/13/2020,Sumatera Utara,2013
10/14/2020,Sumatera Utara,1935
10/15/2020,Sumatera Utara,1911
10/16/2020,Sumatera Utara,1886
10/17/2020,Sumatera Utara,1867
10/18/2020,Sumatera Utara,1840
10/19/2020,Sumatera Utara,1809
10/20/2020,Sumatera Utara,1803
10/21/2020,Sumatera Utara,1809
10/22/2020,Sumatera Utara,1809
10/23/2020,Sumatera Utara,1826
10/24/2020,Sumatera Utara,1832
10/25/2020,Sumatera Utara,1845
10/26/2020,Sumatera Utara,1846
10/27/2020,Sumatera Utara,1845
10/28/2020,Sumatera Utara,1847
10/29/2020,Sumatera Utara,1850
10/30/2020,Sumatera Utara,1865
10/31/2020,Sumatera Utara,1867
11/1/2020,Sumatera Utara,1884
11/2/2020,Sumatera Utara,1889
11/3/2020,Sumatera Utara,1891
11/4/2020,Sumatera Utara,1887
11/5/2020,Sumatera Utara,1897
11/6/2020,Sumatera Utara,1911
11/7/2020,Sumatera Utara,1922
11/8/2020,Sumatera Utara,1940
11/9/2020,Sumatera Utara,1949
11/10/2020,Sumatera Utara,1955
11/11/2020,Sumatera Utara,1972
11/12/2020,Sumatera Utara,1970
11/13/2020,Sumatera Utara,1973
11/14/2020,Sumatera Utara,1991
11/15/2020,Sumatera Utara,2008
11/16/2020,Sumatera Utara,2013
11/17/2020,Sumatera Utara,2006
11/18/2020,Sumatera Utara,2017
11/19/2020,Sumatera Utara,2018
11/20/2020,Sumatera Utara,2025
11/21/2020,Sumatera Utara,2021
11/22/2020,Sumatera Utara,2022
11/23/2020,Sumatera Utara,2024
11/24/2020,Sumatera Utara,2026
11/25/2020,Sumatera Utara,2026
11/26/2020,Sumatera Utara,2034
11/27/2020,Sumatera Utara,2036
11/28/2020,Sumatera Utara,2033
11/29/2020,Sumatera Utara,2040
11/30/2020,Sumatera Utara,2044
12/1/2020,Sumatera Utara,2045
12/2/2020,Sumatera Utara,2054
12/3/2020,Sumatera Utara,2056
12/4/2020,Sumatera Utara,2052
12/5/2020,Sumatera Utara,2052
12/6/2020,Sumatera Utara,2052
12/7/2020,Sumatera Utara,2054
12/8/2020,Sumatera Utara,2059
12/9/2020,Sumatera Utara,2064
12/10/2020,Sumatera Utara,2063
12/11/2020,Sumatera Utara,2067
12/12/2020,Sumatera Utara,2072
12/13/2020,Sumatera Utara,2078
12/14/2020,Sumatera Utara,2079
12/15/2020,Sumatera Utara,2077
12/16/2020,Sumatera Utara,2078
12/17/2020,Sumatera Utara,2081
12/18/2020,Sumatera Utara,2094
12/19/2020,Sumatera Utara,2097
12/20/2020,Sumatera Utara,2092
12/21/2020,Sumatera Utara,2096
12/22/2020,Sumatera Utara,2088
12/23/2020,Sumatera Utara,2073
12/24/2020,Sumatera Utara,2067
12/25/2020,Sumatera Utara,2062
12/26/2020,Sumatera Utara,2063
12/27/2020,Sumatera Utara,2059
12/28/2020,Sumatera Utara,2056
12/29/2020,Sumatera Utara,2058
12/30/2020,Sumatera Utara,2059
12/31/2020,Sumatera Utara,2060
1/1/2021,Sumatera Utara,2053
1/2/2021,Sumatera Utara,2055
1/3/2021,Sumatera Utara,2060
1/4/2021,Sumatera Utara,2063
1/5/2021,Sumatera Utara,2064
1/6/2021,Sumatera Utara,2059
1/7/2021,Sumatera Utara,2056
1/8/2021,Sumatera Utara,2064
1/9/2021,Sumatera Utara,2061
1/10/2021,Sumatera Utara,2064
1/11/2021,Sumatera Utara,2067
1/12/2021,Sumatera Utara,2061
1/13/2021,Sumatera Utara,2062
1/14/2021,Sumatera Utara,2056
1/15/2021,Sumatera Utara,2071
1/16/2021,Sumatera Utara,2061
1/17/2021,Sumatera Utara,2047
1/18/2021,Sumatera Utara,2032
1/19/2021,Sumatera Utara,2023
1/20/2021,Sumatera Utara,2011
1/21/2021,Sumatera Utara,2013
1/22/2021,Sumatera Utara,2007
1/23/2021,Sumatera Utara,2010
1/24/2021,Sumatera Utara,2015
1/25/2021,Sumatera Utara,2018
1/26/2021,Sumatera Utara,2017
1/27/2021,Sumatera Utara,2017
1/28/2021,Sumatera Utara,2028
1/29/2021,Sumatera Utara,2027
1/30/2021,Sumatera Utara,2037
1/31/2021,Sumatera Utara,2038
2/1/2021,Sumatera Utara,2041
2/2/2021,Sumatera Utara,2073
2/3/2021,Sumatera Utara,2099
2/4/2021,Sumatera Utara,2110
2/5/2021,Sumatera Utara,2112
2/6/2021,Sumatera Utara,2102
2/7/2021,Sumatera Utara,2131
2/8/2021,Sumatera Utara,2153
2/9/2021,Sumatera Utara,2187
2/10/2021,Sumatera Utara,2303
2/11/2021,Sumatera Utara,2319
2/12/2021,Sumatera Utara,2379
2/13/2021,Sumatera Utara,2428
2/14/2021,Sumatera Utara,2443
2/15/2021,Sumatera Utara,2455
2/16/2021,Sumatera Utara,2457
2/17/2021,Sumatera Utara,2469
2/18/2021,Sumatera Utara,2413
2/19/2021,Sumatera Utara,2420
2/20/2021,Sumatera Utara,2399
2/21/2021,Sumatera Utara,2395
2/22/2021,Sumatera Utara,2382
2/23/2021,Sumatera Utara,2408
2/24/2021,Sumatera Utara,2429
2/25/2021,Sumatera Utara,2471
2/26/2021,Sumatera Utara,2480
2/27/2021,Sumatera Utara,2478
2/28/2021,Sumatera Utara,2477
3/1/2021,Sumatera Utara,2514
3/2/2021,Sumatera Utara,2532
3/3/2021,Sumatera Utara,2541
3/4/2021,Sumatera Utara,2559
3/5/2021,Sumatera Utara,2526
3/6/2021,Sumatera Utara,2520
3/7/2021,Sumatera Utara,2508
3/8/2021,Sumatera Utara,2502
3/9/2021,Sumatera Utara,2503
3/10/2021,Sumatera Utara,2507
3/11/2021,Sumatera Utara,2504
3/12/2021,Sumatera Utara,2504
3/13/2021,Sumatera Utara,2507
3/14/2021,Sumatera Utara,2502
3/15/2021,Sumatera Utara,2507
3/16/2021,Sumatera Utara,2499
3/17/2021,Sumatera Utara,2490
3/18/2021,Sumatera Utara,2490
3/19/2021,Sumatera Utara,2475
3/20/2021,Sumatera Utara,2475
3/21/2021,Sumatera Utara,2446
3/22/2021,Sumatera Utara,2448
3/23/2021,Sumatera Utara,2472
3/24/2021,Sumatera Utara,2488
3/25/2021,Sumatera Utara,2467
3/26/2021,Sumatera Utara,2465
3/27/2021,Sumatera Utara,2466
3/28/2021,Sumatera Utara,2447
3/29/2021,Sumatera Utara,2442
3/30/2021,Sumatera Utara,2436
3/31/2021,Sumatera Utara,2438
4/1/2021,Sumatera Utara,2427
4/2/2021,Sumatera Utara,2406
4/3/2021,Sumatera Utara,2389
4/4/2021,Sumatera Utara,2379
4/5/2021,Sumatera Utara,2378
4/6/2021,Sumatera Utara,2376
4/7/2021,Sumatera Utara,2355
4/8/2021,Sumatera Utara,2343
4/9/2021,Sumatera Utara,2344
4/10/2021,Sumatera Utara,2336
4/11/2021,Sumatera Utara,2336
4/12/2021,Sumatera Utara,2326
4/13/2021,Sumatera Utara,2321
4/14/2021,Sumatera Utara,2307
4/15/2021,Sumatera Utara,2299
4/16/2021,Sumatera Utara,2294
4/17/2021,Sumatera Utara,2282
4/18/2021,Sumatera Utara,2273
4/19/2021,Sumatera Utara,2278
4/20/2021,Sumatera Utara,2277
4/21/2021,Sumatera Utara,2284
4/22/2021,Sumatera Utara,2283
4/23/2021,Sumatera Utara,2279
4/24/2021,Sumatera Utara,2287
4/25/2021,Sumatera Utara,2280
4/26/2021,Sumatera Utara,2288
4/27/2021,Sumatera Utara,2281
4/28/2021,Sumatera Utara,2284
4/29/2021,Sumatera Utara,2292
4/30/2021,Sumatera Utara,2295
5/1/2021,Sumatera Utara,2294
5/2/2021,Sumatera Utara,2297
5/3/2021,Sumatera Utara,2304
5/4/2021,Sumatera Utara,2302
5/5/2021,Sumatera Utara,2307
5/6/2021,Sumatera Utara,2324
5/7/2021,Sumatera Utara,2342
5/8/2021,Sumatera Utara,2348
5/9/2021,Sumatera Utara,2347
5/10/2021,Sumatera Utara,2352
5/11/2021,Sumatera Utara,2360
5/12/2021,Sumatera Utara,2358
5/13/2021,Sumatera Utara,2369
5/14/2021,Sumatera Utara,2386
5/15/2021,Sumatera Utara,2383
5/16/2021,Sumatera Utara,2386
5/17/2021,Sumatera Utara,2412
5/18/2021,Sumatera Utara,2404
5/19/2021,Sumatera Utara,2383
5/20/2021,Sumatera Utara,2397
5/21/2021,Sumatera Utara,2381
5/22/2021,Sumatera Utara,2386
5/23/2021,Sumatera Utara,2399
5/24/2021,Sumatera Utara,2400
5/25/2021,Sumatera Utara,2419
5/26/2021,Sumatera Utara,2424
5/27/2021,Sumatera Utara,2403
5/28/2021,Sumatera Utara,2412
5/29/2021,Sumatera Utara,2409
5/30/2021,Sumatera Utara,2409
5/31/2021,Sumatera Utara,2418
6/1/2021,Sumatera Utara,2434
6/2/2021,Sumatera Utara,2443
6/3/2021,Sumatera Utara,2441
6/4/2021,Sumatera Utara,2457
6/5/2021,Sumatera Utara,2453
6/6/2021,Sumatera Utara,2435
6/7/2021,Sumatera Utara,2438
6/8/2021,Sumatera Utara,2428
6/9/2021,Sumatera Utara,2428
6/10/2021,Sumatera Utara,2547
6/11/2021,Sumatera Utara,2553
6/12/2021,Sumatera Utara,2556
6/13/2021,Sumatera Utara,2519
6/14/2021,Sumatera Utara,2584
6/15/2021,Sumatera Utara,2583
6/16/2021,Sumatera Utara,2616
6/17/2021,Sumatera Utara,2662
6/18/2021,Sumatera Utara,2671
6/19/2021,Sumatera Utara,2677
6/20/2021,Sumatera Utara,2660
6/21/2021,Sumatera Utara,2798
6/22/2021,Sumatera Utara,2903
6/23/2021,Sumatera Utara,2872
6/24/2021,Sumatera Utara,2884
6/25/2021,Sumatera Utara,2909
6/26/2021,Sumatera Utara,2990
6/27/2021,Sumatera Utara,2987
6/28/2021,Sumatera Utara,3018
6/29/2021,Sumatera Utara,2902
6/30/2021,Sumatera Utara,2949
7/1/2021,Sumatera Utara,2923
7/2/2021,Sumatera Utara,2902
7/3/2021,Sumatera Utara,2895
7/4/2021,Sumatera Utara,2894
7/5/2021,Sumatera Utara,2889
7/6/2021,Sumatera Utara,2836
7/7/2021,Sumatera Utara,2882
7/8/2021,Sumatera Utara,2953
7/9/2021,Sumatera Utara,3043
7/10/2021,Sumatera Utara,3160
7/11/2021,Sumatera Utara,3289
7/12/2021,Sumatera Utara,3461
7/13/2021,Sumatera Utara,4059
7/14/2021,Sumatera Utara,4778
7/15/2021,Sumatera Utara,5716
7/16/2021,Sumatera Utara,6469
7/17/2021,Sumatera Utara,7254
7/18/2021,Sumatera Utara,7837
7/19/2021,Sumatera Utara,8238
7/20/2021,Sumatera Utara,8951
7/21/2021,Sumatera Utara,9698
7/22/2021,Sumatera Utara,10607
7/23/2021,Sumatera Utara,11727
7/24/2021,Sumatera Utara,12347
7/25/2021,Sumatera Utara,12962
7/26/2021,Sumatera Utara,13470
7/27/2021,Sumatera Utara,14311
7/28/2021,Sumatera Utara,15341
7/29/2021,Sumatera Utara,16506
7/30/2021,Sumatera Utara,17500
7/31/2021,Sumatera Utara,18556
8/1/2021,Sumatera Utara,19299
8/2/2021,Sumatera Utara,19497
8/3/2021,Sumatera Utara,20378
8/4/2021,Sumatera Utara,21172
8/5/2021,Sumatera Utara,21876
8/6/2021,Sumatera Utara,22892
8/7/2021,Sumatera Utara,23858
8/8/2021,Sumatera Utara,24724
8/9/2021,Sumatera Utara,25065
8/10/2021,Sumatera Utara,25896
8/11/2021,Sumatera Utara,26648
8/12/2021,Sumatera Utara,27071
8/13/2021,Sumatera Utara,27063
8/14/2021,Sumatera Utara,27727
8/15/2021,Sumatera Utara,28392
8/16/2021,Sumatera Utara,28230
8/17/2021,Sumatera Utara,28315
8/18/2021,Sumatera Utara,27634
8/19/2021,Sumatera Utara,26943
8/20/2021,Sumatera Utara,27092
8/21/2021,Sumatera Utara,27410
8/22/2021,Sumatera Utara,27362
8/23/2021,Sumatera Utara,25643
8/24/2021,Sumatera Utara,24799
8/25/2021,Sumatera Utara,23761
8/26/2021,Sumatera Utara,23215
8/27/2021,Sumatera Utara,22327
8/28/2021,Sumatera Utara,22274
8/29/2021,Sumatera Utara,22179
8/30/2021,Sumatera Utara,21225
8/31/2021,Sumatera Utara,21021
9/1/2021,Sumatera Utara,20344
9/2/2021,Sumatera Utara,19727
9/3/2021,Sumatera Utara,19422
9/4/2021,Sumatera Utara,19281
9/5/2021,Sumatera Utara,19136
9/6/2021,Sumatera Utara,17917
9/7/2021,Sumatera Utara,16608
9/8/2021,Sumatera Utara,15685
9/9/2021,Sumatera Utara,15210
9/10/2021,Sumatera Utara,10282
9/11/2021,Sumatera Utara,9847
9/12/2021,Sumatera Utara,9587
9/13/2021,Sumatera Utara,9045
9/14/2021,Sumatera Utara,7152
9/15/2021,Sumatera Utara,4627
9/16/2021,Sumatera Utara,4102
9/17/2021,Sumatera Utara,3905
9/18/2021,Sumatera Utara,3827
9/19/2021,Sumatera Utara,3649
9/20/2021,Sumatera Utara,3462
9/21/2021,Sumatera Utara,3193
9/22/2021,Sumatera Utara,2987
9/23/2021,Sumatera Utara,2911
9/24/2021,Sumatera Utara,2789
9/25/2021,Sumatera Utara,2646
9/26/2021,Sumatera Utara,2354
9/27/2021,Sumatera Utara,2085
9/28/2021,Sumatera Utara,1985
9/29/2021,Sumatera Utara,1885
9/30/2021,Sumatera Utara,1793
3/21/2020,Sulawesi Selatan,2
3/22/2020,Sulawesi Selatan,2
3/23/2020,Sulawesi Selatan,1
3/24/2020,Sulawesi Selatan,3
3/25/2020,Sulawesi Selatan,12
3/26/2020,Sulawesi Selatan,26
3/27/2020,Sulawesi Selatan,28
3/28/2020,Sulawesi Selatan,32
3/29/2020,Sulawesi Selatan,46
3/30/2020,Sulawesi Selatan,49
3/31/2020,Sulawesi Selatan,49
4/1/2020,Sulawesi Selatan,61
4/2/2020,Sulawesi Selatan,61
4/3/2020,Sulawesi Selatan,73
4/4/2020,Sulawesi Selatan,68
4/5/2020,Sulawesi Selatan,69
4/6/2020,Sulawesi Selatan,88
4/7/2020,Sulawesi Selatan,100
4/8/2020,Sulawesi Selatan,100
4/9/2020,Sulawesi Selatan,107
4/10/2020,Sulawesi Selatan,132
4/11/2020,Sulawesi Selatan,138
4/12/2020,Sulawesi Selatan,182
4/13/2020,Sulawesi Selatan,177
4/14/2020,Sulawesi Selatan,183
4/15/2020,Sulawesi Selatan,185
4/16/2020,Sulawesi Selatan,206
4/17/2020,Sulawesi Selatan,266
4/18/2020,Sulawesi Selatan,275
4/19/2020,Sulawesi Selatan,302
4/20/2020,Sulawesi Selatan,282
4/21/2020,Sulawesi Selatan,271
4/22/2020,Sulawesi Selatan,282
4/23/2020,Sulawesi Selatan,283
4/24/2020,Sulawesi Selatan,304
4/25/2020,Sulawesi Selatan,314
4/26/2020,Sulawesi Selatan,305
4/27/2020,Sulawesi Selatan,297
4/28/2020,Sulawesi Selatan,308
4/29/2020,Sulawesi Selatan,310
4/30/2020,Sulawesi Selatan,332
5/1/2020,Sulawesi Selatan,375
5/2/2020,Sulawesi Selatan,392
5/3/2020,Sulawesi Selatan,410
5/4/2020,Sulawesi Selatan,368
5/5/2020,Sulawesi Selatan,370
5/6/2020,Sulawesi Selatan,385
