Tanggal,Provinsi,Kasus Aktif
5/7/2020,Sulawesi Selatan,401
5/8/2020,Sulawesi Selatan,411
5/9/2020,Sulawesi Selatan,404
5/10/2020,Sulawesi Selatan,410
5/11/2020,Sulawesi Selatan,397
5/12/2020,Sulawesi Selatan,415
5/13/2020,Sulawesi Selatan,466
5/14/2020,Sulawesi Selatan,496
5/15/2020,Sulawesi Selatan,527
5/16/2020,Sulawesi Selatan,553
5/17/2020,Sulawesi Selatan,579
5/18/2020,Sulawesi Selatan,625
5/19/2020,Sulawesi Selatan,651
5/20/2020,Sulawesi Selatan,678
5/21/2020,Sulawesi Selatan,678
5/22/2020,Sulawesi Selatan,728
5/23/2020,Sulawesi Selatan,780
5/24/2020,Sulawesi Selatan,777
5/25/2020,Sulawesi Selatan,791
5/26/2020,Sulawesi Selatan,785
5/27/2020,Sulawesi Selatan,795
5/28/2020,Sulawesi Selatan,839
5/29/2020,Sulawesi Selatan,865
5/30/2020,Sulawesi Selatan,874
5/31/2020,Sulawesi Selatan,871
6/1/2020,Sulawesi Selatan,886
6/2/2020,Sulawesi Selatan,930
6/3/2020,Sulawesi Selatan,957
6/4/2020,Sulawesi Selatan,1004
6/5/2020,Sulawesi Selatan,1010
6/6/2020,Sulawesi Selatan,1073
6/7/2020,Sulawesi Selatan,1137
6/8/2020,Sulawesi Selatan,1247
6/9/2020,Sulawesi Selatan,1393
6/10/2020,Sulawesi Selatan,1528
6/11/2020,Sulawesi Selatan,1669
6/12/2020,Sulawesi Selatan,1642
6/13/2020,Sulawesi Selatan,1731
6/14/2020,Sulawesi Selatan,1822
6/15/2020,Sulawesi Selatan,1774
6/16/2020,Sulawesi Selatan,1905
6/17/2020,Sulawesi Selatan,1973
6/18/2020,Sulawesi Selatan,2117
6/19/2020,Sulawesi Selatan,2281
6/20/2020,Sulawesi Selatan,2302
6/21/2020,Sulawesi Selatan,2376
6/22/2020,Sulawesi Selatan,2442
6/23/2020,Sulawesi Selatan,2553
6/24/2020,Sulawesi Selatan,2640
6/25/2020,Sulawesi Selatan,2681
6/26/2020,Sulawesi Selatan,2695
6/27/2020,Sulawesi Selatan,2798
6/28/2020,Sulawesi Selatan,2926
6/29/2020,Sulawesi Selatan,3061
6/30/2020,Sulawesi Selatan,3077
7/1/2020,Sulawesi Selatan,3155
7/2/2020,Sulawesi Selatan,3270
7/3/2020,Sulawesi Selatan,3402
7/4/2020,Sulawesi Selatan,3556
7/5/2020,Sulawesi Selatan,3573
7/6/2020,Sulawesi Selatan,3577
7/7/2020,Sulawesi Selatan,3748
7/8/2020,Sulawesi Selatan,3896
7/9/2020,Sulawesi Selatan,3833
7/10/2020,Sulawesi Selatan,3935
7/11/2020,Sulawesi Selatan,3931
7/12/2020,Sulawesi Selatan,3991
7/13/2020,Sulawesi Selatan,3853
7/14/2020,Sulawesi Selatan,3893
7/15/2020,Sulawesi Selatan,3926
7/16/2020,Sulawesi Selatan,3878
7/17/2020,Sulawesi Selatan,3847
7/18/2020,Sulawesi Selatan,3932
7/19/2020,Sulawesi Selatan,3562
7/20/2020,Sulawesi Selatan,3407
7/21/2020,Sulawesi Selatan,3209
7/22/2020,Sulawesi Selatan,3086
7/23/2020,Sulawesi Selatan,2896
7/24/2020,Sulawesi Selatan,2647
7/25/2020,Sulawesi Selatan,2646
7/26/2020,Sulawesi Selatan,2616
7/27/2020,Sulawesi Selatan,2589
7/28/2020,Sulawesi Selatan,2528
7/29/2020,Sulawesi Selatan,2613
7/30/2020,Sulawesi Selatan,2657
7/31/2020,Sulawesi Selatan,2624
8/1/2020,Sulawesi Selatan,2678
8/2/2020,Sulawesi Selatan,2687
8/3/2020,Sulawesi Selatan,2784
8/4/2020,Sulawesi Selatan,2753
8/5/2020,Sulawesi Selatan,2723
8/6/2020,Sulawesi Selatan,2829
8/7/2020,Sulawesi Selatan,2839
8/8/2020,Sulawesi Selatan,2877
8/9/2020,Sulawesi Selatan,2908
8/10/2020,Sulawesi Selatan,2930
8/11/2020,Sulawesi Selatan,2860
8/12/2020,Sulawesi Selatan,2887
8/13/2020,Sulawesi Selatan,2907
8/14/2020,Sulawesi Selatan,2820
8/15/2020,Sulawesi Selatan,2861
8/16/2020,Sulawesi Selatan,2955
8/17/2020,Sulawesi Selatan,2962
8/18/2020,Sulawesi Selatan,2778
8/19/2020,Sulawesi Selatan,2741
8/20/2020,Sulawesi Selatan,2721
8/21/2020,Sulawesi Selatan,2729
8/22/2020,Sulawesi Selatan,2720
8/23/2020,Sulawesi Selatan,2660
8/24/2020,Sulawesi Selatan,2612
8/25/2020,Sulawesi Selatan,2526
8/26/2020,Sulawesi Selatan,2487
8/27/2020,Sulawesi Selatan,2430
8/28/2020,Sulawesi Selatan,2398
8/29/2020,Sulawesi Selatan,2401
8/30/2020,Sulawesi Selatan,2350
8/31/2020,Sulawesi Selatan,2371
9/1/2020,Sulawesi Selatan,2375
9/2/2020,Sulawesi Selatan,2418
9/3/2020,Sulawesi Selatan,2378
9/4/2020,Sulawesi Selatan,2390
9/5/2020,Sulawesi Selatan,2492
9/6/2020,Sulawesi Selatan,2650
9/7/2020,Sulawesi Selatan,2577
9/8/2020,Sulawesi Selatan,2527
9/9/2020,Sulawesi Selatan,2604
9/10/2020,Sulawesi Selatan,2772
9/11/2020,Sulawesi Selatan,2783
9/12/2020,Sulawesi Selatan,2756
9/13/2020,Sulawesi Selatan,2761
9/14/2020,Sulawesi Selatan,2880
9/15/2020,Sulawesi Selatan,2987
9/16/2020,Sulawesi Selatan,3016
9/17/2020,Sulawesi Selatan,3124
9/18/2020,Sulawesi Selatan,3218
9/19/2020,Sulawesi Selatan,3343
9/20/2020,Sulawesi Selatan,3433
9/21/2020,Sulawesi Selatan,3370
9/22/2020,Sulawesi Selatan,3401
9/23/2020,Sulawesi Selatan,3443
9/24/2020,Sulawesi Selatan,3531
9/25/2020,Sulawesi Selatan,3615
9/26/2020,Sulawesi Selatan,3654
9/27/2020,Sulawesi Selatan,3554
9/28/2020,Sulawesi Selatan,3438
9/29/2020,Sulawesi Selatan,3119
9/30/2020,Sulawesi Selatan,2819
10/1/2020,Sulawesi Selatan,2701
10/2/2020,Sulawesi Selatan,2579
10/3/2020,Sulawesi Selatan,2500
10/4/2020,Sulawesi Selatan,2443
10/5/2020,Sulawesi Selatan,2304
10/6/2020,Sulawesi Selatan,2150
10/7/2020,Sulawesi Selatan,2204
10/8/2020,Sulawesi Selatan,2288
10/9/2020,Sulawesi Selatan,2276
10/10/2020,Sulawesi Selatan,2328
10/11/2020,Sulawesi Selatan,2413
10/12/2020,Sulawesi Selatan,2334
10/13/2020,Sulawesi Selatan,2185
10/14/2020,Sulawesi Selatan,2254
10/15/2020,Sulawesi Selatan,2248
10/16/2020,Sulawesi Selatan,2189
10/17/2020,Sulawesi Selatan,2080
10/18/2020,Sulawesi Selatan,2095
10/19/2020,Sulawesi Selatan,2048
10/20/2020,Sulawesi Selatan,2015
10/21/2020,Sulawesi Selatan,1923
10/22/2020,Sulawesi Selatan,1900
10/23/2020,Sulawesi Selatan,1872
10/24/2020,Sulawesi Selatan,1882
10/25/2020,Sulawesi Selatan,1821
10/26/2020,Sulawesi Selatan,1755
10/27/2020,Sulawesi Selatan,1580
10/28/2020,Sulawesi Selatan,1592
10/29/2020,Sulawesi Selatan,1534
10/30/2020,Sulawesi Selatan,1492
10/31/2020,Sulawesi Selatan,1434
11/1/2020,Sulawesi Selatan,1352
11/2/2020,Sulawesi Selatan,1287
11/3/2020,Sulawesi Selatan,1272
11/4/2020,Sulawesi Selatan,1269
11/5/2020,Sulawesi Selatan,1287
11/6/2020,Sulawesi Selatan,1278
11/7/2020,Sulawesi Selatan,1355
11/8/2020,Sulawesi Selatan,1393
11/9/2020,Sulawesi Selatan,1435
11/10/2020,Sulawesi Selatan,1398
11/11/2020,Sulawesi Selatan,1498
11/12/2020,Sulawesi Selatan,1496
11/13/2020,Sulawesi Selatan,1583
11/14/2020,Sulawesi Selatan,1614
11/15/2020,Sulawesi Selatan,1677
11/16/2020,Sulawesi Selatan,1589
11/17/2020,Sulawesi Selatan,1622
11/18/2020,Sulawesi Selatan,1657
11/19/2020,Sulawesi Selatan,1659
11/20/2020,Sulawesi Selatan,1673
11/21/2020,Sulawesi Selatan,1491
11/22/2020,Sulawesi Selatan,1411
11/23/2020,Sulawesi Selatan,1468
11/24/2020,Sulawesi Selatan,1475
11/25/2020,Sulawesi Selatan,1476
11/26/2020,Sulawesi Selatan,1508
11/27/2020,Sulawesi Selatan,1581
11/28/2020,Sulawesi Selatan,1605
11/29/2020,Sulawesi Selatan,1657
11/30/2020,Sulawesi Selatan,1654
12/1/2020,Sulawesi Selatan,1707
12/2/2020,Sulawesi Selatan,1745
12/3/2020,Sulawesi Selatan,1833
12/4/2020,Sulawesi Selatan,1939
12/5/2020,Sulawesi Selatan,2038
12/6/2020,Sulawesi Selatan,2182
12/7/2020,Sulawesi Selatan,2422
12/8/2020,Sulawesi Selatan,2425
12/9/2020,Sulawesi Selatan,2478
12/10/2020,Sulawesi Selatan,2621
12/11/2020,Sulawesi Selatan,2846
12/12/2020,Sulawesi Selatan,2984
12/13/2020,Sulawesi Selatan,3196
12/14/2020,Sulawesi Selatan,3396
12/15/2020,Sulawesi Selatan,3365
12/16/2020,Sulawesi Selatan,3690
12/17/2020,Sulawesi Selatan,3913
12/18/2020,Sulawesi Selatan,4299
12/19/2020,Sulawesi Selatan,4464
12/20/2020,Sulawesi Selatan,4868
12/21/2020,Sulawesi Selatan,5179
12/22/2020,Sulawesi Selatan,4948
12/23/2020,Sulawesi Selatan,4865
12/24/2020,Sulawesi Selatan,4876
12/25/2020,Sulawesi Selatan,4958
12/26/2020,Sulawesi Selatan,4997
12/27/2020,Sulawesi Selatan,4314
12/28/2020,Sulawesi Selatan,3952
12/29/2020,Sulawesi Selatan,4005
12/30/2020,Sulawesi Selatan,4114
12/31/2020,Sulawesi Selatan,3637
1/1/2021,Sulawesi Selatan,3677
1/2/2021,Sulawesi Selatan,3418
1/3/2021,Sulawesi Selatan,3363
1/4/2021,Sulawesi Selatan,3566
1/5/2021,Sulawesi Selatan,3844
1/6/2021,Sulawesi Selatan,3861
1/7/2021,Sulawesi Selatan,3794
1/8/2021,Sulawesi Selatan,4027
1/9/2021,Sulawesi Selatan,4161
1/10/2021,Sulawesi Selatan,4194
1/11/2021,Sulawesi Selatan,4256
1/12/2021,Sulawesi Selatan,4297
1/13/2021,Sulawesi Selatan,4414
1/14/2021,Sulawesi Selatan,4552
1/15/2021,Sulawesi Selatan,4622
1/16/2021,Sulawesi Selatan,4679
1/17/2021,Sulawesi Selatan,4845
1/18/2021,Sulawesi Selatan,4953
1/19/2021,Sulawesi Selatan,5100
1/20/2021,Sulawesi Selatan,5130
1/21/2021,Sulawesi Selatan,5144
1/22/2021,Sulawesi Selatan,5094
1/23/2021,Sulawesi Selatan,4666
1/24/2021,Sulawesi Selatan,4311
1/25/2021,Sulawesi Selatan,4381
1/26/2021,Sulawesi Selatan,4216
1/27/2021,Sulawesi Selatan,3984
1/28/2021,Sulawesi Selatan,4099
1/29/2021,Sulawesi Selatan,3889
1/30/2021,Sulawesi Selatan,4343
1/31/2021,Sulawesi Selatan,4772
2/1/2021,Sulawesi Selatan,4941
2/2/2021,Sulawesi Selatan,4634
2/3/2021,Sulawesi Selatan,4485
2/4/2021,Sulawesi Selatan,4347
2/5/2021,Sulawesi Selatan,4306
2/6/2021,Sulawesi Selatan,4254
2/7/2021,Sulawesi Selatan,3984
2/8/2021,Sulawesi Selatan,3678
2/9/2021,Sulawesi Selatan,3638
2/10/2021,Sulawesi Selatan,3674
2/11/2021,Sulawesi Selatan,3588
2/12/2021,Sulawesi Selatan,4046
2/13/2021,Sulawesi Selatan,3949
2/14/2021,Sulawesi Selatan,4029
2/15/2021,Sulawesi Selatan,3973
2/16/2021,Sulawesi Selatan,4062
2/17/2021,Sulawesi Selatan,3957
2/18/2021,Sulawesi Selatan,4009
2/19/2021,Sulawesi Selatan,3699
2/20/2021,Sulawesi Selatan,3499
2/21/2021,Sulawesi Selatan,3345
2/22/2021,Sulawesi Selatan,3397
2/23/2021,Sulawesi Selatan,3633
2/24/2021,Sulawesi Selatan,3724
2/25/2021,Sulawesi Selatan,3817
2/26/2021,Sulawesi Selatan,3946
2/27/2021,Sulawesi Selatan,3954
2/28/2021,Sulawesi Selatan,3794
3/1/2021,Sulawesi Selatan,3708
3/2/2021,Sulawesi Selatan,3570
3/3/2021,Sulawesi Selatan,3556
3/4/2021,Sulawesi Selatan,3436
3/5/2021,Sulawesi Selatan,3362
3/6/2021,Sulawesi Selatan,3213
3/7/2021,Sulawesi Selatan,3250
3/8/2021,Sulawesi Selatan,3138
3/9/2021,Sulawesi Selatan,3091
3/10/2021,Sulawesi Selatan,3172
3/11/2021,Sulawesi Selatan,3065
3/12/2021,Sulawesi Selatan,3028
3/13/2021,Sulawesi Selatan,2978
3/14/2021,Sulawesi Selatan,2885
3/15/2021,Sulawesi Selatan,2816
3/16/2021,Sulawesi Selatan,2753
3/17/2021,Sulawesi Selatan,2695
3/18/2021,Sulawesi Selatan,2610
3/19/2021,Sulawesi Selatan,2548
3/20/2021,Sulawesi Selatan,2362
3/21/2021,Sulawesi Selatan,2108
3/22/2021,Sulawesi Selatan,1963
3/23/2021,Sulawesi Selatan,1895
3/24/2021,Sulawesi Selatan,1811
3/25/2021,Sulawesi Selatan,1717
3/26/2021,Sulawesi Selatan,1562
3/27/2021,Sulawesi Selatan,1435
3/28/2021,Sulawesi Selatan,1331
3/29/2021,Sulawesi Selatan,1268
3/30/2021,Sulawesi Selatan,1257
3/31/2021,Sulawesi Selatan,1215
4/1/2021,Sulawesi Selatan,1146
4/2/2021,Sulawesi Selatan,996
4/3/2021,Sulawesi Selatan,934
4/4/2021,Sulawesi Selatan,835
4/5/2021,Sulawesi Selatan,750
4/6/2021,Sulawesi Selatan,833
4/7/2021,Sulawesi Selatan,815
4/8/2021,Sulawesi Selatan,706
4/9/2021,Sulawesi Selatan,577
4/10/2021,Sulawesi Selatan,587
4/11/2021,Sulawesi Selatan,487
4/12/2021,Sulawesi Selatan,483
4/13/2021,Sulawesi Selatan,497
4/14/2021,Sulawesi Selatan,579
4/15/2021,Sulawesi Selatan,604
4/16/2021,Sulawesi Selatan,586
4/17/2021,Sulawesi Selatan,606
4/18/2021,Sulawesi Selatan,618
4/19/2021,Sulawesi Selatan,606
4/20/2021,Sulawesi Selatan,601
4/21/2021,Sulawesi Selatan,621
4/22/2021,Sulawesi Selatan,481
4/23/2021,Sulawesi Selatan,413
4/24/2021,Sulawesi Selatan,407
4/25/2021,Sulawesi Selatan,363
4/26/2021,Sulawesi Selatan,307
4/27/2021,Sulawesi Selatan,324
4/28/2021,Sulawesi Selatan,287
4/29/2021,Sulawesi Selatan,280
4/30/2021,Sulawesi Selatan,300
5/1/2021,Sulawesi Selatan,309
5/2/2021,Sulawesi Selatan,300
5/3/2021,Sulawesi Selatan,304
5/4/2021,Sulawesi Selatan,317
5/5/2021,Sulawesi Selatan,267
5/6/2021,Sulawesi Selatan,261
5/7/2021,Sulawesi Selatan,270
5/8/2021,Sulawesi Selatan,273
5/9/2021,Sulawesi Selatan,278
5/10/2021,Sulawesi Selatan,289
5/11/2021,Sulawesi Selatan,283
5/12/2021,Sulawesi Selatan,291
5/13/2021,Sulawesi Selatan,288
5/14/2021,Sulawesi Selatan,290
5/15/2021,Sulawesi Selatan,287
5/16/2021,Sulawesi Selatan,288
5/17/2021,Sulawesi Selatan,278
5/18/2021,Sulawesi Selatan,275
5/19/2021,Sulawesi Selatan,305
5/20/2021,Sulawesi Selatan,341
5/21/2021,Sulawesi Selatan,357
5/22/2021,Sulawesi Selatan,312
5/23/2021,Sulawesi Selatan,322
5/24/2021,Sulawesi Selatan,327
5/25/2021,Sulawesi Selatan,375
5/26/2021,Sulawesi Selatan,381
5/27/2021,Sulawesi Selatan,376
5/28/2021,Sulawesi Selatan,378
5/29/2021,Sulawesi Selatan,357
5/30/2021,Sulawesi Selatan,402
5/31/2021,Sulawesi Selatan,394
6/1/2021,Sulawesi Selatan,333
6/2/2021,Sulawesi Selatan,358
6/3/2021,Sulawesi Selatan,380
6/4/2021,Sulawesi Selatan,374
6/5/2021,Sulawesi Selatan,409
6/6/2021,Sulawesi Selatan,415
6/7/2021,Sulawesi Selatan,419
6/8/2021,Sulawesi Selatan,482
6/9/2021,Sulawesi Selatan,516
6/10/2021,Sulawesi Selatan,490
6/11/2021,Sulawesi Selatan,490
6/12/2021,Sulawesi Selatan,495
6/13/2021,Sulawesi Selatan,499
6/14/2021,Sulawesi Selatan,459
6/15/2021,Sulawesi Selatan,464
6/16/2021,Sulawesi Selatan,492
6/17/2021,Sulawesi Selatan,526
6/18/2021,Sulawesi Selatan,580
6/19/2021,Sulawesi Selatan,590
6/20/2021,Sulawesi Selatan,623
6/21/2021,Sulawesi Selatan,630
6/22/2021,Sulawesi Selatan,737
6/23/2021,Sulawesi Selatan,851
6/24/2021,Sulawesi Selatan,935
6/25/2021,Sulawesi Selatan,1065
6/26/2021,Sulawesi Selatan,1134
6/27/2021,Sulawesi Selatan,1119
6/28/2021,Sulawesi Selatan,1140
6/29/2021,Sulawesi Selatan,1200
6/30/2021,Sulawesi Selatan,1324
7/1/2021,Sulawesi Selatan,1515
7/2/2021,Sulawesi Selatan,1788
7/3/2021,Sulawesi Selatan,2059
7/4/2021,Sulawesi Selatan,2152
7/5/2021,Sulawesi Selatan,2278
7/6/2021,Sulawesi Selatan,2456
7/7/2021,Sulawesi Selatan,2860
7/8/2021,Sulawesi Selatan,3202
7/9/2021,Sulawesi Selatan,3587
7/10/2021,Sulawesi Selatan,3949
7/11/2021,Sulawesi Selatan,4233
7/12/2021,Sulawesi Selatan,4294
7/13/2021,Sulawesi Selatan,4665
7/14/2021,Sulawesi Selatan,5003
7/15/2021,Sulawesi Selatan,5362
7/16/2021,Sulawesi Selatan,5805
7/17/2021,Sulawesi Selatan,6299
7/18/2021,Sulawesi Selatan,6367
7/19/2021,Sulawesi Selatan,6378
7/20/2021,Sulawesi Selatan,6480
7/21/2021,Sulawesi Selatan,6448
7/22/2021,Sulawesi Selatan,6990
7/23/2021,Sulawesi Selatan,7777
7/24/2021,Sulawesi Selatan,8158
7/25/2021,Sulawesi Selatan,8438
7/26/2021,Sulawesi Selatan,8542
7/27/2021,Sulawesi Selatan,8736
7/28/2021,Sulawesi Selatan,9126
7/29/2021,Sulawesi Selatan,9884
7/30/2021,Sulawesi Selatan,10590
7/31/2021,Sulawesi Selatan,11140
8/1/2021,Sulawesi Selatan,11217
8/2/2021,Sulawesi Selatan,11070
8/3/2021,Sulawesi Selatan,11645
8/4/2021,Sulawesi Selatan,12266
8/5/2021,Sulawesi Selatan,12834
8/6/2021,Sulawesi Selatan,12839
8/7/2021,Sulawesi Selatan,13022
8/8/2021,Sulawesi Selatan,13003
8/9/2021,Sulawesi Selatan,12017
8/10/2021,Sulawesi Selatan,12071
8/11/2021,Sulawesi Selatan,12093
8/12/2021,Sulawesi Selatan,11894
8/13/2021,Sulawesi Selatan,11951
8/14/2021,Sulawesi Selatan,11940
8/15/2021,Sulawesi Selatan,11871
8/16/2021,Sulawesi Selatan,11367
8/17/2021,Sulawesi Selatan,11056
8/18/2021,Sulawesi Selatan,11010
8/19/2021,Sulawesi Selatan,11635
8/20/2021,Sulawesi Selatan,11245
8/21/2021,Sulawesi Selatan,10800
8/22/2021,Sulawesi Selatan,9968
8/23/2021,Sulawesi Selatan,8946
8/24/2021,Sulawesi Selatan,8496
8/25/2021,Sulawesi Selatan,8392
8/26/2021,Sulawesi Selatan,8127
8/27/2021,Sulawesi Selatan,8100
8/28/2021,Sulawesi Selatan,7126
8/29/2021,Sulawesi Selatan,6286
8/30/2021,Sulawesi Selatan,5678
8/31/2021,Sulawesi Selatan,5437
9/1/2021,Sulawesi Selatan,5218
9/2/2021,Sulawesi Selatan,4833
9/3/2021,Sulawesi Selatan,4516
9/4/2021,Sulawesi Selatan,4182
9/5/2021,Sulawesi Selatan,3922
9/6/2021,Sulawesi Selatan,3623
9/7/2021,Sulawesi Selatan,3567
9/8/2021,Sulawesi Selatan,3531
9/9/2021,Sulawesi Selatan,3154
9/10/2021,Sulawesi Selatan,3076
9/11/2021,Sulawesi Selatan,3003
9/12/2021,Sulawesi Selatan,2828
9/13/2021,Sulawesi Selatan,2748
9/14/2021,Sulawesi Selatan,2684
9/15/2021,Sulawesi Selatan,2668
9/16/2021,Sulawesi Selatan,2585
9/17/2021,Sulawesi Selatan,2563
9/18/2021,Sulawesi Selatan,2433
9/19/2021,Sulawesi Selatan,2266
9/20/2021,Sulawesi Selatan,2223
9/21/2021,Sulawesi Selatan,2136
9/22/2021,Sulawesi Selatan,2088
9/23/2021,Sulawesi Selatan,2041
9/24/2021,Sulawesi Selatan,1992
9/25/2021,Sulawesi Selatan,1971
9/26/2021,Sulawesi Selatan,1965
9/27/2021,Sulawesi Selatan,1907
9/28/2021,Sulawesi Selatan,1919
9/29/2021,Sulawesi Selatan,1901
9/30/2021,Sulawesi Selatan,1880
3/21/2020,Papua Barat,0
3/22/2020,Papua Barat,0
3/23/2020,Papua Barat,0
3/24/2020,Papua Barat,0
3/25/2020,Papua Barat,0
3/26/2020,Papua Barat,0
3/27/2020,Papua Barat,2
3/28/2020,Papua Barat,2
3/29/2020,Papua Barat,2
3/30/2020,Papua Barat,2
3/31/2020,Papua Barat,1
4/1/2020,Papua Barat,1
4/2/2020,Papua Barat,1
4/3/2020,Papua Barat,1
4/4/2020,Papua Barat,1
4/5/2020,Papua Barat,1
4/6/2020,Papua Barat,1
4/7/2020,Papua Barat,1
4/8/2020,Papua Barat,1
4/9/2020,Papua Barat,1
4/10/2020,Papua Barat,1
4/11/2020,Papua Barat,1
4/12/2020,Papua Barat,2
4/13/2020,Papua Barat,1
4/14/2020,Papua Barat,1
4/15/2020,Papua Barat,1
4/16/2020,Papua Barat,4
4/17/2020,Papua Barat,4
4/18/2020,Papua Barat,4
4/19/2020,Papua Barat,6
4/20/2020,Papua Barat,6
4/21/2020,Papua Barat,6
4/22/2020,Papua Barat,7
4/23/2020,Papua Barat,12
4/24/2020,Papua Barat,14
4/25/2020,Papua Barat,15
4/26/2020,Papua Barat,15
4/27/2020,Papua Barat,15
4/28/2020,Papua Barat,36
4/29/2020,Papua Barat,36
4/30/2020,Papua Barat,36
5/1/2020,Papua Barat,41
5/2/2020,Papua Barat,42
5/3/2020,Papua Barat,42
5/4/2020,Papua Barat,42
5/5/2020,Papua Barat,48
5/6/2020,Papua Barat,52
5/7/2020,Papua Barat,52
5/8/2020,Papua Barat,52
5/9/2020,Papua Barat,52
5/10/2020,Papua Barat,67
5/11/2020,Papua Barat,67
5/12/2020,Papua Barat,67
5/13/2020,Papua Barat,67
5/14/2020,Papua Barat,85
5/15/2020,Papua Barat,85
5/16/2020,Papua Barat,96
5/17/2020,Papua Barat,99
5/18/2020,Papua Barat,99
5/19/2020,Papua Barat,99
5/20/2020,Papua Barat,99
5/21/2020,Papua Barat,102
5/22/2020,Papua Barat,107
5/23/2020,Papua Barat,108
5/24/2020,Papua Barat,109
5/25/2020,Papua Barat,106
5/26/2020,Papua Barat,95
5/27/2020,Papua Barat,94
5/28/2020,Papua Barat,112
5/29/2020,Papua Barat,114
5/30/2020,Papua Barat,111
5/31/2020,Papua Barat,111
6/1/2020,Papua Barat,111
6/2/2020,Papua Barat,115
6/3/2020,Papua Barat,115
6/4/2020,Papua Barat,114
6/5/2020,Papua Barat,99
6/6/2020,Papua Barat,102
6/7/2020,Papua Barat,103
6/8/2020,Papua Barat,103
6/9/2020,Papua Barat,106
6/10/2020,Papua Barat,105
6/11/2020,Papua Barat,108
6/12/2020,Papua Barat,112
6/13/2020,Papua Barat,116
6/14/2020,Papua Barat,118
6/15/2020,Papua Barat,119
6/16/2020,Papua Barat,115
6/17/2020,Papua Barat,115
6/18/2020,Papua Barat,98
6/19/2020,Papua Barat,93
6/20/2020,Papua Barat,91
6/21/2020,Papua Barat,93
6/22/2020,Papua Barat,93
6/23/2020,Papua Barat,92
6/24/2020,Papua Barat,77
6/25/2020,Papua Barat,81
6/26/2020,Papua Barat,80
6/27/2020,Papua Barat,79
6/28/2020,Papua Barat,81
6/29/2020,Papua Barat,80
6/30/2020,Papua Barat,82
7/1/2020,Papua Barat,73
7/2/2020,Papua Barat,70
7/3/2020,Papua Barat,75
7/4/2020,Papua Barat,78
7/5/2020,Papua Barat,74
7/6/2020,Papua Barat,77
7/7/2020,Papua Barat,77
7/8/2020,Papua Barat,76
7/9/2020,Papua Barat,82
7/10/2020,Papua Barat,85
7/11/2020,Papua Barat,90
7/12/2020,Papua Barat,89
7/13/2020,Papua Barat,86
7/14/2020,Papua Barat,90
7/15/2020,Papua Barat,86
7/16/2020,Papua Barat,90
7/17/2020,Papua Barat,94
7/18/2020,Papua Barat,129
7/19/2020,Papua Barat,127
7/20/2020,Papua Barat,151
7/21/2020,Papua Barat,153
7/22/2020,Papua Barat,155
7/23/2020,Papua Barat,151
7/24/2020,Papua Barat,150
7/25/2020,Papua Barat,151
7/26/2020,Papua Barat,155
7/27/2020,Papua Barat,157
7/28/2020,Papua Barat,129
7/29/2020,Papua Barat,143
7/30/2020,Papua Barat,132
7/31/2020,Papua Barat,135
8/1/2020,Papua Barat,153
8/2/2020,Papua Barat,159
8/3/2020,Papua Barat,159
8/4/2020,Papua Barat,161
8/5/2020,Papua Barat,169
8/6/2020,Papua Barat,141
8/7/2020,Papua Barat,180
8/8/2020,Papua Barat,183
8/9/2020,Papua Barat,184
8/10/2020,Papua Barat,166
8/11/2020,Papua Barat,161
8/12/2020,Papua Barat,165
8/13/2020,Papua Barat,170
8/14/2020,Papua Barat,151
8/15/2020,Papua Barat,155
8/16/2020,Papua Barat,148
8/17/2020,Papua Barat,149
8/18/2020,Papua Barat,128
8/19/2020,Papua Barat,117
8/20/2020,Papua Barat,122
8/21/2020,Papua Barat,124
8/22/2020,Papua Barat,122
8/23/2020,Papua Barat,123
8/24/2020,Papua Barat,126
8/25/2020,Papua Barat,126
8/26/2020,Papua Barat,154
8/27/2020,Papua Barat,153
8/28/2020,Papua Barat,152
8/29/2020,Papua Barat,171
8/30/2020,Papua Barat,176
8/31/2020,Papua Barat,225
9/1/2020,Papua Barat,224
9/2/2020,Papua Barat,223
9/3/2020,Papua Barat,247
9/4/2020,Papua Barat,269
9/5/2020,Papua Barat,260
9/6/2020,Papua Barat,269
9/7/2020,Papua Barat,293
9/8/2020,Papua Barat,291
9/9/2020,Papua Barat,297
9/10/2020,Papua Barat,304
9/11/2020,Papua Barat,334
9/12/2020,Papua Barat,395
9/13/2020,Papua Barat,395
9/14/2020,Papua Barat,470
9/15/2020,Papua Barat,509
9/16/2020,Papua Barat,529
9/17/2020,Papua Barat,576
9/18/2020,Papua Barat,507
9/19/2020,Papua Barat,555
9/20/2020,Papua Barat,565
9/21/2020,Papua Barat,573
9/22/2020,Papua Barat,641
9/23/2020,Papua Barat,709
9/24/2020,Papua Barat,709
9/25/2020,Papua Barat,752
9/26/2020,Papua Barat,866
9/27/2020,Papua Barat,888
9/28/2020,Papua Barat,911
9/29/2020,Papua Barat,928
9/30/2020,Papua Barat,947
10/1/2020,Papua Barat,967
10/2/2020,Papua Barat,1014
10/3/2020,Papua Barat,1056
10/4/2020,Papua Barat,1052
10/5/2020,Papua Barat,1047
10/6/2020,Papua Barat,1094
10/7/2020,Papua Barat,1119
10/8/2020,Papua Barat,1322
10/9/2020,Papua Barat,1335
10/10/2020,Papua Barat,1352
10/11/2020,Papua Barat,1416
10/12/2020,Papua Barat,1400
10/13/2020,Papua Barat,707
10/14/2020,Papua Barat,707
