Tanggal,Prov,Provinsi,Running Sum of divaksin2 (ribu),divaksin2 (ribu)
4/15/2021,Yogyakarta,Yogyakarta,165.946,3.371
4/16/2021,Yogyakarta,Yogyakarta,168.202,2.256
4/17/2021,Yogyakarta,Yogyakarta,170.428,2.226
4/18/2021,Yogyakarta,Yogyakarta,171.651,1.223
4/19/2021,Yogyakarta,Yogyakarta,175.012,3.361
4/20/2021,Yogyakarta,Yogyakarta,177.641,2.629
4/21/2021,Yogyakarta,Yogyakarta,180.565,2.924
4/22/2021,Yogyakarta,Yogyakarta,184.531,3.966
4/23/2021,Yogyakarta,Yogyakarta,186.854,2.323
4/24/2021,Yogyakarta,Yogyakarta,193.338,6.484
4/25/2021,Yogyakarta,Yogyakarta,195.243,1.905
4/26/2021,Yogyakarta,Yogyakarta,201.666,6.423
4/27/2021,Yogyakarta,Yogyakarta,207.889,6.223
4/28/2021,Yogyakarta,Yogyakarta,213.421,5.532
4/29/2021,Yogyakarta,Yogyakarta,219.222,5.801
4/30/2021,Yogyakarta,Yogyakarta,219.591,0.369
5/1/2021,Yogyakarta,Yogyakarta,219.807,0.216
5/2/2021,Yogyakarta,Yogyakarta,219.808,0.001
5/3/2021,Yogyakarta,Yogyakarta,225.001,5.193
5/4/2021,Yogyakarta,Yogyakarta,232.926,7.925
5/5/2021,Yogyakarta,Yogyakarta,240.485,7.559
5/6/2021,Yogyakarta,Yogyakarta,248.979,8.494
5/7/2021,Yogyakarta,Yogyakarta,254.793,5.814
5/8/2021,Yogyakarta,Yogyakarta,257.491,2.698
5/9/2021,Yogyakarta,Yogyakarta,257.494,0.003
5/10/2021,Yogyakarta,Yogyakarta,261.762,4.268
5/11/2021,Yogyakarta,Yogyakarta,264.445,2.683
5/12/2021,Yogyakarta,Yogyakarta,264.978,0.533
5/13/2021,Yogyakarta,Yogyakarta,264.994,0.016
5/14/2021,Yogyakarta,Yogyakarta,264.998,0.004
5/15/2021,Yogyakarta,Yogyakarta,265.554,0.556
5/16/2021,Yogyakarta,Yogyakarta,265.557,0.003
5/17/2021,Yogyakarta,Yogyakarta,269.458,3.901
5/18/2021,Yogyakarta,Yogyakarta,277.058,7.6
5/19/2021,Yogyakarta,Yogyakarta,286.602,9.544
5/20/2021,Yogyakarta,Yogyakarta,297.252,10.65
5/21/2021,Yogyakarta,Yogyakarta,301.035,3.783
5/22/2021,Yogyakarta,Yogyakarta,306.454,5.419
5/23/2021,Yogyakarta,Yogyakarta,306.481,0.027
5/24/2021,Yogyakarta,Yogyakarta,311.961,5.48
5/25/2021,Yogyakarta,Yogyakarta,318.282,6.321
5/26/2021,Yogyakarta,Yogyakarta,318.392,0.11
5/27/2021,Yogyakarta,Yogyakarta,328.568,10.176
5/28/2021,Yogyakarta,Yogyakarta,333.383,4.815
5/29/2021,Yogyakarta,Yogyakarta,335.917,2.534
5/30/2021,Yogyakarta,Yogyakarta,336.327,0.41
5/31/2021,Yogyakarta,Yogyakarta,338.921,2.594
6/1/2021,Yogyakarta,Yogyakarta,339.009,0.088
6/2/2021,Yogyakarta,Yogyakarta,345.379,6.37
6/3/2021,Yogyakarta,Yogyakarta,354.801,9.422
6/4/2021,Yogyakarta,Yogyakarta,357.683,2.882
6/5/2021,Yogyakarta,Yogyakarta,361.537,3.854
6/6/2021,Yogyakarta,Yogyakarta,362.221,0.684
6/7/2021,Yogyakarta,Yogyakarta,366.086,3.865
6/8/2021,Yogyakarta,Yogyakarta,369.514,3.428
6/9/2021,Yogyakarta,Yogyakarta,370.987,1.473
6/10/2021,Yogyakarta,Yogyakarta,372.108,1.121
6/11/2021,Yogyakarta,Yogyakarta,372.671,0.563
6/12/2021,Yogyakarta,Yogyakarta,372.859,0.188
6/13/2021,Yogyakarta,Yogyakarta,372.863,0.004
6/14/2021,Yogyakarta,Yogyakarta,374.291,1.428
6/15/2021,Yogyakarta,Yogyakarta,376.069,1.778
6/16/2021,Yogyakarta,Yogyakarta,378.649,2.58
6/17/2021,Yogyakarta,Yogyakarta,381.367,2.718
6/18/2021,Yogyakarta,Yogyakarta,382.349,0.982
6/19/2021,Yogyakarta,Yogyakarta,384.556,2.207
6/20/2021,Yogyakarta,Yogyakarta,384.759,0.203
6/21/2021,Yogyakarta,Yogyakarta,386.998,2.239
6/22/2021,Yogyakarta,Yogyakarta,389.73,2.732
6/23/2021,Yogyakarta,Yogyakarta,390.967,1.237
6/24/2021,Yogyakarta,Yogyakarta,393.982,3.015
6/25/2021,Yogyakarta,Yogyakarta,395.057,1.075
6/26/2021,Yogyakarta,Yogyakarta,397.385,2.328
6/27/2021,Yogyakarta,Yogyakarta,397.578,0.193
6/28/2021,Yogyakarta,Yogyakarta,399.535,1.957
6/29/2021,Yogyakarta,Yogyakarta,400.304,0.769
6/30/2021,Yogyakarta,Yogyakarta,401.673,1.369
7/1/2021,Yogyakarta,Yogyakarta,403.505,1.832
7/2/2021,Yogyakarta,Yogyakarta,404.446,0.941
7/3/2021,Yogyakarta,Yogyakarta,405.112,0.666
7/4/2021,Yogyakarta,Yogyakarta,405.122,0.01
7/5/2021,Yogyakarta,Yogyakarta,406.448,1.326
7/6/2021,Yogyakarta,Yogyakarta,407.219,0.771
7/7/2021,Yogyakarta,Yogyakarta,407.832,0.613
7/8/2021,Yogyakarta,Yogyakarta,408.839,1.007
7/9/2021,Yogyakarta,Yogyakarta,409.113,0.274
7/10/2021,Yogyakarta,Yogyakarta,409.538,0.425
7/11/2021,Yogyakarta,Yogyakarta,410.172,0.634
7/12/2021,Yogyakarta,Yogyakarta,410.571,0.399
7/13/2021,Yogyakarta,Yogyakarta,411.192,0.621
7/14/2021,Yogyakarta,Yogyakarta,411.515,0.323
7/15/2021,Yogyakarta,Yogyakarta,411.996,0.481
7/16/2021,Yogyakarta,Yogyakarta,412.172,0.176
7/17/2021,Yogyakarta,Yogyakarta,412.335,0.163
7/18/2021,Yogyakarta,Yogyakarta,412.35,0.015
7/19/2021,Yogyakarta,Yogyakarta,412.701,0.351
7/20/2021,Yogyakarta,Yogyakarta,412.724,0.023
7/21/2021,Yogyakarta,Yogyakarta,413.355,0.631
7/22/2021,Yogyakarta,Yogyakarta,414.641,1.286
7/23/2021,Yogyakarta,Yogyakarta,415.926,1.285
7/24/2021,Yogyakarta,Yogyakarta,424.097,8.171
7/25/2021,Yogyakarta,Yogyakarta,424.154,0.057
7/26/2021,Yogyakarta,Yogyakarta,426.816,2.662
7/27/2021,Yogyakarta,Yogyakarta,431.297,4.481
7/28/2021,Yogyakarta,Yogyakarta,435.192,3.895
7/29/2021,Yogyakarta,Yogyakarta,440.953,5.761
7/30/2021,Yogyakarta,Yogyakarta,444.291,3.338
7/31/2021,Yogyakarta,Yogyakarta,448.319,4.028
8/1/2021,Yogyakarta,Yogyakarta,449.365,1.046
8/2/2021,Yogyakarta,Yogyakarta,455.917,6.552
8/3/2021,Yogyakarta,Yogyakarta,465.08,9.163
8/4/2021,Yogyakarta,Yogyakarta,472.488,7.408
8/5/2021,Yogyakarta,Yogyakarta,480.705,8.217
8/6/2021,Yogyakarta,Yogyakarta,485.153,4.448
8/7/2021,Yogyakarta,Yogyakarta,491.106,5.953
8/8/2021,Yogyakarta,Yogyakarta,492.207,1.101
8/9/2021,Yogyakarta,Yogyakarta,499.777,7.57
8/10/2021,Yogyakarta,Yogyakarta,506.327,6.55
8/11/2021,Yogyakarta,Yogyakarta,510.226,3.899
8/12/2021,Yogyakarta,Yogyakarta,526.144,15.918
8/13/2021,Yogyakarta,Yogyakarta,532.836,6.692
8/14/2021,Yogyakarta,Yogyakarta,542.151,9.315
8/15/2021,Yogyakarta,Yogyakarta,545.601,3.45
8/16/2021,Yogyakarta,Yogyakarta,555.346,9.745
8/17/2021,Yogyakarta,Yogyakarta,556.484,1.138
8/18/2021,Yogyakarta,Yogyakarta,572.755,16.271
8/19/2021,Yogyakarta,Yogyakarta,591.017,18.262
8/20/2021,Yogyakarta,Yogyakarta,600.122,9.105
8/21/2021,Yogyakarta,Yogyakarta,609.142,9.02
8/22/2021,Yogyakarta,Yogyakarta,612.903,3.761
8/23/2021,Yogyakarta,Yogyakarta,633.706,20.803
8/24/2021,Yogyakarta,Yogyakarta,652.749,19.043
8/25/2021,Yogyakarta,Yogyakarta,671.024,18.275
8/26/2021,Yogyakarta,Yogyakarta,692.463,21.439
8/27/2021,Yogyakarta,Yogyakarta,704.167,11.704
8/28/2021,Yogyakarta,Yogyakarta,716.377,12.21
8/29/2021,Yogyakarta,Yogyakarta,721.085,4.708
8/30/2021,Yogyakarta,Yogyakarta,736.076,14.991
8/31/2021,Yogyakarta,Yogyakarta,749.196,13.12
9/1/2021,Yogyakarta,Yogyakarta,767.781,18.585
9/2/2021,Yogyakarta,Yogyakarta,791.287,23.506
9/3/2021,Yogyakarta,Yogyakarta,807.296,16.009
9/4/2021,Yogyakarta,Yogyakarta,823.666,16.37
9/5/2021,Yogyakarta,Yogyakarta,830.861,7.195
9/6/2021,Yogyakarta,Yogyakarta,850.091,19.23
9/7/2021,Yogyakarta,Yogyakarta,866.597,16.506
9/8/2021,Yogyakarta,Yogyakarta,885.209,18.612
9/9/2021,Yogyakarta,Yogyakarta,908.715,23.506
9/10/2021,Yogyakarta,Yogyakarta,925.26,16.545
9/11/2021,Yogyakarta,Yogyakarta,937.889,12.629
9/12/2021,Yogyakarta,Yogyakarta,941.042,3.153
9/13/2021,Yogyakarta,Yogyakarta,957.128,16.086
9/14/2021,Yogyakarta,Yogyakarta,974.697,17.569
9/15/2021,Yogyakarta,Yogyakarta,1002.179,27.482
9/16/2021,Yogyakarta,Yogyakarta,1026.755,24.576
9/17/2021,Yogyakarta,Yogyakarta,1045.406,18.651
9/18/2021,Yogyakarta,Yogyakarta,1069.886,24.48
9/19/2021,Yogyakarta,Yogyakarta,1079.119,9.233
9/20/2021,Yogyakarta,Yogyakarta,1112.987,33.868
9/21/2021,Yogyakarta,Yogyakarta,1151.11,38.123
9/22/2021,Yogyakarta,Yogyakarta,1194.295,43.185
9/23/2021,Yogyakarta,Yogyakarta,1233.841,39.546
9/24/2021,Yogyakarta,Yogyakarta,1267.474,33.633
9/25/2021,Yogyakarta,Yogyakarta,1298.618,31.144
9/26/2021,Yogyakarta,Yogyakarta,1305.719,7.101
9/27/2021,Yogyakarta,Yogyakarta,1335.038,29.319
9/28/2021,Yogyakarta,Yogyakarta,1368.756,33.718
9/29/2021,Yogyakarta,Yogyakarta,1399.974,31.218
9/30/2021,Yogyakarta,Yogyakarta,1433.096,33.122
10/1/2021,Yogyakarta,Yogyakarta,1454.806,21.71
10/2/2021,Yogyakarta,Yogyakarta,1485.598,30.792
10/3/2021,Yogyakarta,Yogyakarta,1494.372,8.774
10/4/2021,Yogyakarta,Yogyakarta,1530.484,36.112
10/5/2021,Yogyakarta,Yogyakarta,1567.399,36.915
10/6/2021,Yogyakarta,Yogyakarta,1604.793,37.394
10/7/2021,Yogyakarta,Yogyakarta,1647.595,42.802
10/8/2021,Yogyakarta,Yogyakarta,1671.231,23.636
10/9/2021,Yogyakarta,Yogyakarta,1703.892,32.661
10/10/2021,Yogyakarta,Yogyakarta,1709.348,5.456
10/11/2021,Yogyakarta,Yogyakarta,1740.296,30.948
10/12/2021,Yogyakarta,Yogyakarta,1782.355,42.059
10/13/2021,Yogyakarta,Yogyakarta,1816.437,34.082
10/14/2021,Yogyakarta,Yogyakarta,1861.352,44.915
10/15/2021,Yogyakarta,Yogyakarta,1886.232,24.88
10/16/2021,Yogyakarta,Yogyakarta,1921.251,35.019
10/17/2021,Yogyakarta,Yogyakarta,1927.525,6.274
10/18/2021,Yogyakarta,Yogyakarta,1959.492,31.967
10/19/2021,Yogyakarta,Yogyakarta,1983.859,24.367
10/20/2021,Yogyakarta,Yogyakarta,1995.715,11.856
10/21/2021,Yogyakarta,Yogyakarta,2041.878,46.163
10/22/2021,Yogyakarta,Yogyakarta,2055.186,13.308
10/23/2021,Yogyakarta,Yogyakarta,2083.124,27.938
10/24/2021,Yogyakarta,Yogyakarta,2087.278,4.154
10/25/2021,Yogyakarta,Yogyakarta,2108.819,21.541
10/26/2021,Yogyakarta,Yogyakarta,2131.829,23.01
10/27/2021,Yogyakarta,Yogyakarta,2162.379,30.55
10/28/2021,Yogyakarta,Yogyakarta,2197.554,35.175
10/29/2021,Yogyakarta,Yogyakarta,2209.267,11.713
10/30/2021,Yogyakarta,Yogyakarta,2225.397,16.13
10/31/2021,Yogyakarta,Yogyakarta,2230.659,5.262
11/1/2021,Yogyakarta,Yogyakarta,2245.999,15.34
11/2/2021,Yogyakarta,Yogyakarta,2264.489,18.49
11/3/2021,Yogyakarta,Yogyakarta,2283.2,18.711
11/4/2021,Yogyakarta,Yogyakarta,2304.284,21.084
11/5/2021,Yogyakarta,Yogyakarta,2314.51,10.226
11/6/2021,Yogyakarta,Yogyakarta,2334.204,19.694
11/7/2021,Yogyakarta,Yogyakarta,2336.748,2.544
11/8/2021,Yogyakarta,Yogyakarta,2347.623,10.875
11/9/2021,Yogyakarta,Yogyakarta,2355.656,8.033
11/10/2021,Yogyakarta,Yogyakarta,2365.79,10.134
11/11/2021,Yogyakarta,Yogyakarta,2374.06,8.27
11/12/2021,Yogyakarta,Yogyakarta,2378.389,4.329
11/13/2021,Yogyakarta,Yogyakarta,2384.667,6.278
11/14/2021,Yogyakarta,Yogyakarta,2385.32,0.653
11/15/2021,Yogyakarta,Yogyakarta,2393.503,8.183
11/16/2021,Yogyakarta,Yogyakarta,2404.901,11.398
11/17/2021,Yogyakarta,Yogyakarta,2411.632,6.731
11/18/2021,Yogyakarta,Yogyakarta,2418.177,6.545
11/19/2021,Yogyakarta,Yogyakarta,2421.426,3.249
11/20/2021,Yogyakarta,Yogyakarta,2426.18,4.754
11/21/2021,Yogyakarta,Yogyakarta,2429.228,3.048
11/22/2021,Yogyakarta,Yogyakarta,2434.834,5.606
11/23/2021,Yogyakarta,Yogyakarta,2441.771,6.937
11/24/2021,Yogyakarta,Yogyakarta,2447.834,6.063
11/25/2021,Yogyakarta,Yogyakarta,2456.114,8.28
11/26/2021,Yogyakarta,Yogyakarta,2458.86,2.746
11/27/2021,Yogyakarta,Yogyakarta,2464.36,5.5
11/28/2021,Yogyakarta,Yogyakarta,2465.885,1.525
11/29/2021,Yogyakarta,Yogyakarta,2472.517,6.632
11/30/2021,Yogyakarta,Yogyakarta,2478.288,5.771
12/1/2021,Yogyakarta,Yogyakarta,2482.788,4.5
12/2/2021,Yogyakarta,Yogyakarta,2487.737,4.949
12/3/2021,Yogyakarta,Yogyakarta,2489.509,1.772
12/4/2021,Yogyakarta,Yogyakarta,2492.374,2.865
12/5/2021,Yogyakarta,Yogyakarta,2492.793,0.419
12/6/2021,Yogyakarta,Yogyakarta,2497.584,4.791
12/7/2021,Yogyakarta,Yogyakarta,2501.053,3.469
12/8/2021,Yogyakarta,Yogyakarta,2505.378,4.325
12/9/2021,Yogyakarta,Yogyakarta,2511.774,6.396
12/10/2021,Yogyakarta,Yogyakarta,2515.241,3.467
12/11/2021,Yogyakarta,Yogyakarta,2519.509,4.268
12/12/2021,Yogyakarta,Yogyakarta,2520.334,0.825
12/13/2021,Yogyakarta,Yogyakarta,2523.358,3.024
12/14/2021,Yogyakarta,Yogyakarta,2527.686,4.328
12/15/2021,Yogyakarta,Yogyakarta,2532.647,4.961
12/16/2021,Yogyakarta,Yogyakarta,2537.847,5.2
12/17/2021,Yogyakarta,Yogyakarta,2540.813,2.966
12/18/2021,Yogyakarta,Yogyakarta,2545.007,4.194
12/19/2021,Yogyakarta,Yogyakarta,2545.989,0.982
12/20/2021,Yogyakarta,Yogyakarta,2547.599,1.61
12/21/2021,Yogyakarta,Yogyakarta,2550.465,2.866
12/22/2021,Yogyakarta,Yogyakarta,2553.519,3.054
12/23/2021,Yogyakarta,Yogyakarta,2558.622,5.103
12/24/2021,Yogyakarta,Yogyakarta,2561.05,2.428
12/25/2021,Yogyakarta,Yogyakarta,2561.18,0.13
12/26/2021,Yogyakarta,Yogyakarta,2562.116,0.936
12/27/2021,Yogyakarta,Yogyakarta,2564.416,2.3
1/13/2021,Sumatera Utara,Sumatera Utara,0,0
1/14/2021,Sumatera Utara,Sumatera Utara,0,0
1/15/2021,Sumatera Utara,Sumatera Utara,0,0
1/16/2021,Sumatera Utara,Sumatera Utara,0,0
1/17/2021,Sumatera Utara,Sumatera Utara,0,0
1/18/2021,Sumatera Utara,Sumatera Utara,0.001,0.001
1/19/2021,Sumatera Utara,Sumatera Utara,0.002,0.001
1/20/2021,Sumatera Utara,Sumatera Utara,0.006,0.004
1/21/2021,Sumatera Utara,Sumatera Utara,0.009,0.003
1/22/2021,Sumatera Utara,Sumatera Utara,0.019,0.01
1/23/2021,Sumatera Utara,Sumatera Utara,0.029,0.01
1/24/2021,Sumatera Utara,Sumatera Utara,0.029,0
1/25/2021,Sumatera Utara,Sumatera Utara,0.035,0.006
1/26/2021,Sumatera Utara,Sumatera Utara,0.04,0.005
1/27/2021,Sumatera Utara,Sumatera Utara,0.045,0.005
1/28/2021,Sumatera Utara,Sumatera Utara,0.121,0.076
1/29/2021,Sumatera Utara,Sumatera Utara,0.306,0.185
1/30/2021,Sumatera Utara,Sumatera Utara,0.382,0.076
1/31/2021,Sumatera Utara,Sumatera Utara,0.383,0.001
2/1/2021,Sumatera Utara,Sumatera Utara,0.663,0.28
2/2/2021,Sumatera Utara,Sumatera Utara,1.178,0.515
2/3/2021,Sumatera Utara,Sumatera Utara,2.189,1.011
2/4/2021,Sumatera Utara,Sumatera Utara,3.338,1.149
2/5/2021,Sumatera Utara,Sumatera Utara,4.56,1.222
2/6/2021,Sumatera Utara,Sumatera Utara,5.183,0.623
2/7/2021,Sumatera Utara,Sumatera Utara,5.225,0.042
2/8/2021,Sumatera Utara,Sumatera Utara,6.365,1.14
2/9/2021,Sumatera Utara,Sumatera Utara,7.097,0.732
2/10/2021,Sumatera Utara,Sumatera Utara,7.945,0.848
2/11/2021,Sumatera Utara,Sumatera Utara,8.958,1.013
2/12/2021,Sumatera Utara,Sumatera Utara,9.052,0.094
2/13/2021,Sumatera Utara,Sumatera Utara,9.59,0.538
2/14/2021,Sumatera Utara,Sumatera Utara,9.636,0.046
2/15/2021,Sumatera Utara,Sumatera Utara,11.202,1.566
2/16/2021,Sumatera Utara,Sumatera Utara,12.245,1.043
2/17/2021,Sumatera Utara,Sumatera Utara,13.823,1.578
2/18/2021,Sumatera Utara,Sumatera Utara,16.653,2.83
2/19/2021,Sumatera Utara,Sumatera Utara,19.816,3.163
2/20/2021,Sumatera Utara,Sumatera Utara,22.484,2.668
2/21/2021,Sumatera Utara,Sumatera Utara,22.727,0.243
2/22/2021,Sumatera Utara,Sumatera Utara,26.465,3.738
2/23/2021,Sumatera Utara,Sumatera Utara,30.672,4.207
2/24/2021,Sumatera Utara,Sumatera Utara,34.797,4.125
2/25/2021,Sumatera Utara,Sumatera Utara,39.139,4.342
2/26/2021,Sumatera Utara,Sumatera Utara,39.879,0.74
2/27/2021,Sumatera Utara,Sumatera Utara,40.979,1.1
2/28/2021,Sumatera Utara,Sumatera Utara,41.343,0.364
3/1/2021,Sumatera Utara,Sumatera Utara,44.74,3.397
3/2/2021,Sumatera Utara,Sumatera Utara,48.166,3.426
3/3/2021,Sumatera Utara,Sumatera Utara,51.394,3.228
3/4/2021,Sumatera Utara,Sumatera Utara,54.041,2.647
3/5/2021,Sumatera Utara,Sumatera Utara,55.918,1.877
3/6/2021,Sumatera Utara,Sumatera Utara,56.656,0.738
3/7/2021,Sumatera Utara,Sumatera Utara,56.715,0.059
3/8/2021,Sumatera Utara,Sumatera Utara,58.705,1.99
3/9/2021,Sumatera Utara,Sumatera Utara,60.156,1.451
3/10/2021,Sumatera Utara,Sumatera Utara,62.272,2.116
3/11/2021,Sumatera Utara,Sumatera Utara,62.627,0.355
3/12/2021,Sumatera Utara,Sumatera Utara,63.435,0.808
3/13/2021,Sumatera Utara,Sumatera Utara,64.155,0.72
3/14/2021,Sumatera Utara,Sumatera Utara,64.162,0.007
3/15/2021,Sumatera Utara,Sumatera Utara,65.292,1.13
3/16/2021,Sumatera Utara,Sumatera Utara,66.318,1.026
3/17/2021,Sumatera Utara,Sumatera Utara,69.121,2.803
3/18/2021,Sumatera Utara,Sumatera Utara,73.147,4.026
3/19/2021,Sumatera Utara,Sumatera Utara,77.663,4.516
3/20/2021,Sumatera Utara,Sumatera Utara,79.035,1.372
3/21/2021,Sumatera Utara,Sumatera Utara,79.301,0.266
3/22/2021,Sumatera Utara,Sumatera Utara,83.87,4.569
3/23/2021,Sumatera Utara,Sumatera Utara,88.574,4.704
3/24/2021,Sumatera Utara,Sumatera Utara,95.432,6.858
3/25/2021,Sumatera Utara,Sumatera Utara,97.457,2.025
3/26/2021,Sumatera Utara,Sumatera Utara,101.552,4.095
3/27/2021,Sumatera Utara,Sumatera Utara,103.763,2.211
3/28/2021,Sumatera Utara,Sumatera Utara,103.848,0.085
3/29/2021,Sumatera Utara,Sumatera Utara,107.223,3.375
3/30/2021,Sumatera Utara,Sumatera Utara,111.253,4.03
3/31/2021,Sumatera Utara,Sumatera Utara,115.413,4.16
4/1/2021,Sumatera Utara,Sumatera Utara,119.446,4.033
4/2/2021,Sumatera Utara,Sumatera Utara,119.991,0.545
4/3/2021,Sumatera Utara,Sumatera Utara,123.183,3.192
4/4/2021,Sumatera Utara,Sumatera Utara,123.256,0.073
4/5/2021,Sumatera Utara,Sumatera Utara,130.551,7.295
4/6/2021,Sumatera Utara,Sumatera Utara,137.934,7.383
4/7/2021,Sumatera Utara,Sumatera Utara,145.632,7.698
4/8/2021,Sumatera Utara,Sumatera Utara,150.267,4.635
4/9/2021,Sumatera Utara,Sumatera Utara,158.378,8.111
4/10/2021,Sumatera Utara,Sumatera Utara,161.607,3.229
4/11/2021,Sumatera Utara,Sumatera Utara,161.655,0.048
4/12/2021,Sumatera Utara,Sumatera Utara,171.208,9.553
4/13/2021,Sumatera Utara,Sumatera Utara,177.256,6.048
4/14/2021,Sumatera Utara,Sumatera Utara,183.579,6.323
4/15/2021,Sumatera Utara,Sumatera Utara,191.106,7.527
4/16/2021,Sumatera Utara,Sumatera Utara,197.112,6.006
4/17/2021,Sumatera Utara,Sumatera Utara,199.829,2.717
4/18/2021,Sumatera Utara,Sumatera Utara,200.006,0.177
4/19/2021,Sumatera Utara,Sumatera Utara,207.788,7.782
4/20/2021,Sumatera Utara,Sumatera Utara,216.702,8.914
4/21/2021,Sumatera Utara,Sumatera Utara,226.474,9.772
4/22/2021,Sumatera Utara,Sumatera Utara,237.079,10.605
4/23/2021,Sumatera Utara,Sumatera Utara,243.07,5.991
4/24/2021,Sumatera Utara,Sumatera Utara,245.572,2.502
4/25/2021,Sumatera Utara,Sumatera Utara,246.094,0.522
4/26/2021,Sumatera Utara,Sumatera Utara,252.925,6.831
4/27/2021,Sumatera Utara,Sumatera Utara,259.603,6.678
4/28/2021,Sumatera Utara,Sumatera Utara,267.217,7.614
4/29/2021,Sumatera Utara,Sumatera Utara,274.157,6.94
4/30/2021,Sumatera Utara,Sumatera Utara,276.618,2.461
5/1/2021,Sumatera Utara,Sumatera Utara,277.207,0.589
5/2/2021,Sumatera Utara,Sumatera Utara,277.231,0.024
5/3/2021,Sumatera Utara,Sumatera Utara,283.542,6.311
5/4/2021,Sumatera Utara,Sumatera Utara,289.109,5.567
5/5/2021,Sumatera Utara,Sumatera Utara,297.123,8.014
5/6/2021,Sumatera Utara,Sumatera Utara,304.951,7.828
5/7/2021,Sumatera Utara,Sumatera Utara,312.742,7.791
5/8/2021,Sumatera Utara,Sumatera Utara,318.623,5.881
5/9/2021,Sumatera Utara,Sumatera Utara,319.171,0.548
5/10/2021,Sumatera Utara,Sumatera Utara,329.621,10.45
5/11/2021,Sumatera Utara,Sumatera Utara,337.569,7.948
5/12/2021,Sumatera Utara,Sumatera Utara,339.884,2.315
5/13/2021,Sumatera Utara,Sumatera Utara,341.048,1.164
5/14/2021,Sumatera Utara,Sumatera Utara,341.405,0.357
5/15/2021,Sumatera Utara,Sumatera Utara,342.617,1.212
5/16/2021,Sumatera Utara,Sumatera Utara,342.915,0.298
5/17/2021,Sumatera Utara,Sumatera Utara,353.334,10.419
5/18/2021,Sumatera Utara,Sumatera Utara,363.874,10.54
5/19/2021,Sumatera Utara,Sumatera Utara,371.641,7.767
5/20/2021,Sumatera Utara,Sumatera Utara,379.299,7.658
5/21/2021,Sumatera Utara,Sumatera Utara,384.618,5.319
5/22/2021,Sumatera Utara,Sumatera Utara,386.867,2.249
5/23/2021,Sumatera Utara,Sumatera Utara,387.128,0.261
5/24/2021,Sumatera Utara,Sumatera Utara,393.571,6.443
5/25/2021,Sumatera Utara,Sumatera Utara,398.985,5.414
5/26/2021,Sumatera Utara,Sumatera Utara,399.941,0.956
5/27/2021,Sumatera Utara,Sumatera Utara,406.818,6.877
5/28/2021,Sumatera Utara,Sumatera Utara,412.378,5.56
5/29/2021,Sumatera Utara,Sumatera Utara,415.436,3.058
5/30/2021,Sumatera Utara,Sumatera Utara,415.562,0.126
5/31/2021,Sumatera Utara,Sumatera Utara,422.547,6.985
6/1/2021,Sumatera Utara,Sumatera Utara,424.275,1.728
6/2/2021,Sumatera Utara,Sumatera Utara,433.375,9.1
6/3/2021,Sumatera Utara,Sumatera Utara,440.17,6.795
6/4/2021,Sumatera Utara,Sumatera Utara,447.566,7.396
6/5/2021,Sumatera Utara,Sumatera Utara,451.05,3.484
6/6/2021,Sumatera Utara,Sumatera Utara,451.623,0.573
6/7/2021,Sumatera Utara,Sumatera Utara,460.468,8.845
6/8/2021,Sumatera Utara,Sumatera Utara,466.877,6.409
6/9/2021,Sumatera Utara,Sumatera Utara,469.782,2.905
6/10/2021,Sumatera Utara,Sumatera Utara,471.562,1.78
6/11/2021,Sumatera Utara,Sumatera Utara,472.671,1.109
6/12/2021,Sumatera Utara,Sumatera Utara,473.544,0.873
6/13/2021,Sumatera Utara,Sumatera Utara,473.568,0.024
6/14/2021,Sumatera Utara,Sumatera Utara,477.475,3.907
6/15/2021,Sumatera Utara,Sumatera Utara,483.038,5.563
6/16/2021,Sumatera Utara,Sumatera Utara,489.079,6.041
6/17/2021,Sumatera Utara,Sumatera Utara,497.062,7.983
6/18/2021,Sumatera Utara,Sumatera Utara,503.806,6.744
6/19/2021,Sumatera Utara,Sumatera Utara,505.765,1.959
6/20/2021,Sumatera Utara,Sumatera Utara,505.79,0.025
6/21/2021,Sumatera Utara,Sumatera Utara,512.935,7.145
6/22/2021,Sumatera Utara,Sumatera Utara,520.848,7.913
6/23/2021,Sumatera Utara,Sumatera Utara,523.409,2.561
6/24/2021,Sumatera Utara,Sumatera Utara,533.17,9.761
